"","x"
"371","czemu nie dzia³a strona?"
"372","Znów? ;x"
"373","niestety tak :/"
"374","Dalej nie dzia³a !!!"
"375","6 tygodni czeka³em na odcinek serialu, po czym jak zosta³ dodany, to stronka przesta³a dzia³aæ. Dziêki."
"376","polecam ogladanie filmu bez strony. Adam Popielarczyk"
"377","wiêc jednak bêdzie \TBBT\"" na dobranoc! dziêki za podzielenie siê linkiem. :D"""
"378","Moze directlinka do nowego epa Californication ktos ma :c?"
"379","najpierw siê wkurza³am, ale chyba podziêkujê, bo dziêki awarii mo¿liwe, ¿e zdam jutrzejsze zaliczenie, a tak plotkara i gotowe posz³yby w ruch ;)"
"380","To chyba juz z 5 dni spoznienia z tym TBBT :P"
"381","wkurzy³em siê... zmieñcie serwer albo coœ bo tak nie mo¿e byæ :("
"382",";/"
"383","juz mam za soba  :(   fajne byly :)"
"384","wczoraj tez tak bylo....okolo 2 w nocy znowu dziala...  "
"385","w oczekiwaniu na White Collar!:) "
"386","nie lubi tego :< a czekam na Pretty Little Liars.. :<"
"387","No kurwa :D w³¹czcie to :D"
"388","generalnie idealna stop klatka na starcie ;d"
"389","CO JEST KURWA"
"390","<beczy> Dzisiaj patrzy³am, ¿e serial Skins zosta³ dodany i nie mogê obejrzeæ, a tyle czeka³am. ;( "
"391","wiadomo kiedy bedzie dzialac stronka?"
"392","widzê , ¿e nie tylko ja jestem tak zdesperowana =-P"
"393","niez³e, szkoda, ¿e to ostatni sezon..;)"
"394","bez napisów:)"
"395","mam podobnie..te¿ jutro zaliczenie, choæ nie..egzamin, tym bardziej mi³o by by³o zrobiæ \krótk¹\"" przerwê na serial ;)"""
"396","od 2 dni coœ nie tak ;/"
"397","czemu nie dzia³a strona :_"
"398","californication?:D mia³em szczêœcie zd¹¿yæ."
"399","a co jeszcze polecacie??"
"400",":-( "
"401","mysla³am, ¿e to tylko mi strona nie dzia³a ale jednak jest nas wiecej"
"402","Najlepszy agregator ze sznurkami do filmów pad³. Liczê na Was i mam nadziejê ¿e w miarê szybko uda siê rozwi¹zac problem. Trzymam Kciuki! (:"
"403","zalukaj.tv"
"404","zna ktos moze cos podobnego??"
"405","i zd¹¿y³em ³yknaæ tylko 1,5 odcinka PAN AM.. :-( "
"406","Nie wy jedne...mo¿e to specjalny zbaieg :/"
"407","oh, te¿ nad tym ubolewam -.-"
"408","serialeonline.pl ale to jest gówniane w porównaniu z iitv"
"409","albo je¿eli chcesz jakiœ popularny serial to mo¿e na zalukaj bêdzie"
"410","mozna tez znalezc seriale na kino-pecetowiec.pl ale nie jest ich duzo..."
"411","wie ktos jak sie nazywal ostatni odcinek gossip girl? bo chcialam ogladnac na megavideo a nie znam tytulu :( "
"412","\The End of The Affair?\"" to ten który wyszed³ przedwczoraj"""
"413","A ju¿ myœla³em ¿e coœ z moim kompem nie tak"
"414","ja tez myslalam ze mi komp nawala a dopiero z serwisu przyszedl i mam straszne braki na iitv a a tu taki psikus:("
"415","dziekuje :)))"
"416","nadal nie dzia³a !!!!!!!kurde trzeba bedzie wstac i cos robic :/ "
"417","Z³oœæ i bezsilnoœæ ca³ego narodu wyra¿ona w trzech prostych s³owach."
"418","kiedyœ dawaliœcie alternetywny adres iitv.info w takich wypadkach, tylko nie mam nigdzie zapisanego... mo¿e ktoœ pamiêta i pod nim wszystko dzia³a?"
"419","kicha... dalej nie dzia³a... "
"420","Ja chce Gossip Girl :("
"421","nadal nic"
"422","W pe³ni popieram !!!!!!!!! Tylko kiedy zacznie dzia³aæ ?????!!!"
"423","Nie dziala nooooooooooooooooooooooo musze zobaczyc GG"
"424","ja tezzzzz"
"425","WTF O.o ?? Kiedy zacznie dzia³aæ?!"
"426","Paulina obejrzyj na www.video.anyfiles.pl,nie w³¹cza siê limit :)"
"427","nip/tuck napewno dziennik call girl!!!"
"428"," CocaCola i Chipsy stoj¹ od wczoraj nie ruszone ...   "
"429","Czy wa te¿ nie nie otwiera siê strona iiTV? Nie mogê na ni¹ wejœæ"
"430","Nie dziala a chcialam ogladac:("
"431","Huh, ja czekam na Gossip Girl... A, jeszcze wczoraj jak zobaczy³am nowy odcinek SKINS to normalnie zaczê³am piszczeæ, a dziœ taka kiszka.:<"
"432","no nie, a ja chcialam Gossip Girl obejrzeæ do porannej kawy ;<"
"433","Eeeej!!! :( Chuck walczy o ¿ycie, a tu takie coœ! :P"
"434","znalaz³am now¹ stronê do ogl¹dania Filmów online.   seans-online.pl "
"435","Mo¿e to wam w czymœ pomo¿e "
"436","http://zalukaj.tv/sezon-serialu/plotkara,72/      "
"437","http://www.seans-online.pl/"
"438","ta.Ju¿ od wczoraj coœ jest nie tak..."
"439","http://www.kinomaniak.tv/seriale"
"440","u mnie nadal niedzia³a strona:("
"441","chyba zacznê uczyc siê do sesji dziêki tej awarii"
"442","maja zamiar coœ z tym  zrobiæ?"
"443","jest plotkara z napisami ! dziêki !"
"444","chyba trzeba bedzie isc do konkurencji..."
"445","tragedia!!!"
"446","no ja tez nie mg otworzyc:<"
"447","mi tez nie dziala od wczoraj wieczora ;/"
"448","mi tak samo..."
"449","Dok³adnie xd"
"450","Dlaczego akurat teraz jak nowe odcinki powchodzi³y..."
"451","nie no czy takie awarie nie mog¹ siê zdarzaæ jak nie ma nowych odcinków ;)"
"452","A przynajmniej, kiedy nie ma takich emocji... :p"
"453","chuck ¿yje! a odcinek by³ BEZNADZIEJNY;p"
"454","A Blair poroni³a?"
"455","mi rowniez,,,,,"
"456","Wiecie mo¿e, gdzie mo¿na znaleŸæ nowy odcinek? Z napisami. Chodzi mi o link."
"457","a odcinek nowy z napisami Pretty Little Liars?"
"458","³¹czê siê w bólu..."
"459","tak"
"460","Dziêki Ci :D Plotkara rz¹dzi :D"
"461","Czemu nie dzia³acie?"
"462","nie mówcie! :D"
"463","mi tez nie! Co sie dzieje?"
"464","czy ktos wie kiedy ta awaria sie skonczy??? tak dlugo czekalam na \plotkare\"" a tu takie cos...;("""
"465","bez przesady :P"
"466","iiTV.info strajkuje chyba wraz z wikipedi¹ i innymi stronami xD heheh "
"467","Pati, czy Ty kiedykolwiek uczy³aœ siê do sesji? :D"
"468","Brak \Plotkary\"" i \""Skinsów\"" powoduje u mnie nadmiar wolnego czasu, który staram siê zape³niæ rozmawiaj¹c z moim mê¿czyzn¹ 74 razy dziennie, proszê zróbcie coœ z tym bo mi ch³opak oszaleje :D"""
"469","no ja od 3dni nie moge nicobejrzec... :/"
"470","Có¿... widaæ pracodawca stwierdzi³, ¿e doœæ opierdalania siê :D"
"471","chcia³am obejrzeæ mój ulubiony serial i niestety nie mogê otworzyæ strony :("
"472","wkoncu - dziala :-) poranek wciaz bedzie fajny :-)"
"473","dzia³a !! a kiedy bêd¹ napisy do plotkary, pretty little liars i the lying game ?"
"474","dziala!!! dziekuje!!!"
"475","dzia³a <3"
"476","iiTV ju¿ dzia³a :D"
"477","to samo mia³am napisaæ ;)"
"478","a kiedy mo¿na siê spodziewaæ?"
"479","ruszy³o"
"480","jak dobrze, ¿e ju¿ dzia³a! :)"
"481","super"
"482","tylko nie wszyscy naraz bo znow serwer padnie :P"
"483","zobaczymy jak dlugo....ja chce noca a nei teraz teraz musze do pracy...."
"484","a kiedy bedzie GG z napisami? :)"
"485","ja dalej nie mogê ogl¹daæ;/"
"486","a macie info kiedy bedzie odcinek z napisami \2 broke girls\""? """
"487","Dzia³a, dzia³a, dzia³a! <3"
"488","W³aœnie tak siê domyœla³am, ¿e czekacie na dobre napisy :)"
"489","co sie dzieje z hart of dixie? "
"490",":( czekamy z niecierpliwoœci¹ :)"
"491","fajnie, pozostaje czekac!"
"492","kiedy pojawi siê wersja z napisami pretty litlle liars 2x16?"
"493","W koñcu !"
"494","oby jak najszybciej!"
"495","Czy ktos ma jeszcze problem z bialym ekranem w przegladarce i jest w stanie podpowiedziec jak usunac problem?"
"496","mo¿e ktoœ mi napisze kiedy bêd¹ kolejne odcinki przygody Merlina???"
"497","Powinno ju¿ byæ:/ Ju¿ siê nie mogê doczekaæ;)"
"498","to co z t¹ plotkar¹ ? :)"
"499","Obejrza³em nie cale 15min Merlina i wyskoczy³ limit, dodam ze przez ostatnie 24h nie oglada³em nic na Megavideo, móg³by mi ktoœ powiedziec dlaczego tak jest? Czuje siê oszukany"
"500","na jesieni"
"501","sciagnij cacaoweb bedziesz mial wszystko bez limitow na kazdej stronie z filmami"
"502","te¿ zadaje sobie to pytanie, zawsze jakoœ szybko, bo na drugi dzieñ siê pojawia³y napisy."
"503","cooo kpisz sobie ??? mam czekac ponad pó³ roku na odcinki kurrr"
"504","No w³aœnie. Mia³am nadzieje, ze jeszcze dzisiaj siê pojawi z napisami a tu ani widu ani s³ychu;/"
"505","Czemu jeszcze nie ma pretty litlle liars z napisami?;/"
"506","a u mnie posz³o w ruch ;D"
"507","dziêki, dosta³am 5! :P"
"508","jak mo¿na ogl¹daæ przygody merlina XD"
"509","hip hip hurra hurra"
"510","dziêki za pomoc :) ju¿ wiem komu siê dostanie.. jeszcze raz dzieki :) pozdrawiam"
"511","Czemu nie ma jeszcze Plotkary z napisami??? :/"
"512","znów coœ pad³o? "
"513","nie"
"514","Bo ktoœ musi przet³umaczyæ..."
"515","ale ile mo¿e trwaæ, dla kogoœ to nie problem je¿eli jest dobry w ang\"
"516","Mo¿e teraz ktoœ z narzekaj¹cych i zaœmiecaj¹cych forum osobnym wpisami podziekuje iiTV za opanowanie awarii?  Bo dobrych s³ów ma³o, ale narzekaæ i mieæ pretensje jest komu."
"517","Nie wiem czy ci ludzie co t³umacza dostaj¹ za to jakas kase ale synchronizacja i dobre t³umaczenie trwa. Ja obejrza³am bez napisow. Poziom ang w plotkarze nie jest jakiœ wysoki"
"518","w pamiêtnikach 12h nie mija i napisy ju¿ s¹"
"519","Bardzo dziêkujê za to ¿e strona ju¿ dzia³a i za usuniêcie awarii.Jeszcze raz WIELKIE DZIÊKUJÊ!!! "
"520","droga wolna, t³umacz sama ;]"
"521","http://plotkara-sezon-5.dbmw.info/plotkara-sezon-5-odcinek-11-pl/"
"522","nie dam radu :P"
"523","rady"
"524","n innej stronce jest :D"
"525","Mira este video!!! http://bit.ly/yGQktZ"
"526","a co sie dzieje z drugim sezonem The Good Wife (¯ona idealna) ????? nie mozna ogladac!!! "
"527","jaka¿ to strona jest??"
"528","dziêêêkuujeeemyyy "
"529","masz ju¿ na prv :)"
"530","revenge serial :kiedy bêd¹ napisy do odcinka 12?????"
"531","Uwaga faceci (men in tress) mogli byœcie dodaæ ten serial na iitv.info?"
"532","Nie ³aduje siê 9ty odcinek 1ego sezonu Przyjació³ (The One Where Underdog Gets Away)."
"533","*trees ;-)"
"534","kiedy bd polskie napisy do plotkary ? :D"
"535","Kto szuka dodatkowej pracy? Darmowe szkolenia z wiza¿u!"
"536","probowalam ogladac na innej stronce i napisy sie opoznialy o prawie 10 sek wiec zrezygnowalam i czekam dalej :)"
"537","B³agam Was! Kiedy napisy do Plotkary? Ja ju¿ psychicznie nie wytrzymujê :P "
"538","no to ide ogladac :))"
"539","skoro iitv to najlepsza strona do ogl¹dania seriali online to fajnie by by³o gdyby ktoœ odpisa³, a nie prosicie o adres nie odpowiadaj¹c na pytania zadawane przez u¿ytkowników :)"
"540","Coœ nie tak jest z Teori¹ Wielkiego Podrywu :( Obejrza³am 2 odcinki i wszystko bylo ok ale jak chcê obejrzeæ nastêpne to nie mogê, bo jest bia³y ekran, linki do megavideo te¿ nie dzia³aj¹. "
"541","Kochani, co z Ojcem Mateuszem? pyta³am ju¿ kilka razy, ale nie widzê odpowiedzi. Bedzie dostêpny?"
"542","ja te¿ tak mam"
"543","Jakieœ problemy z serwerem? Lost nie chce wchodziæ... "
"544","U mnie te¿ tak jest chyba jakiœ problem jest z megavideo, choæ mo¿e siê mylê :)"
"545","Nie wchodzi równie¿ Glee.. "
"546","No w³asnie mi tez lost nie wchodzi !"
"547","co¿ znowu sie dzieje??????? i dlaczego ja musze pisac \\""ZNOWU''??????"""
"548","Dziêki za info. Pozdrawiam:)"
"549","no nie tylko wasz portal lezy hehe... i co ja mam ogladac;p"
"550","i znow cos nie dziala..."
"551","eh..."
"552","problemy s¹ chyba tylko z nowymi odcinkami...te wczeœniejsze dzia³aja"
"553","nie dziala nic..."
"554","poprawka...NIC ju¿ nie dzia³a :("
"555","ja nie moge -.- chce obejrzeæ jak cz³owiek Pretty little Liars!!!!"
"556","Ktoœ wie, gdzie mo¿na obejrzeæ odcinki Airwolf , najlepiej po polsku, albo z napisami?"
"557","myœla³am , ze tylko u mnie nie dziala ,a jednak u was tez .."
"558","Naprawcie to.! "
"559","ja te¿ Natalia."
"560","Nie awariê, megaupload oraz wszystkie powi¹zane z nim serwisy zosta³y dzisiaj zamkniête, a w³aœcicielowi postawiony zarzut ³amania praw autorskich."
"561","Przecie¿ to nie ich wina, troszkê rozs¹dku trzeba, to wina megavideo:)"
"562","Mo¿e napiszê w bardziej widocznym miejscu: megaupload oraz wszystkie powi¹zane z nim serwisy(w tym megavideo) zosta³y dzisiaj zamkniête, a w³aœcicielowi postawione zarzuty."
"563","Dajcie oficjalny wpis o zamkniêciu megavideo przez FBI. http://www.spidersweb.pl/2012/01/megaupload-zamkniete-i-oskarzone-o-piractwo.html"
"564","T.T koniec Œwiata"
"565","omg !!! gdzie ja teraz plotkarê ogl¹dnê !!"
"566","kiedy bêd¹ kolejne odcinki Dr. House'a?? "
"567","i nie mo¿na kompletnie  nic ogl¹dn¹æ ?!"
"568","koniec œwiata!!!"
"569","Bzdura!!! Ja ogladam wlasnie przez megavideo. To u Was jest problem!"
"570","23.01 ma byc premiera"
"571","mo¿e dopiero jak sie skoñczy i bedzie pani chcia³a inny to ju¿ siê nie w³¹czy."
"572","To wchodzcie na kinomaniaka. Wyslalam linka. Teraz sprawdzalam. Hooola"
"573","http://techland.time.com/2012/01/19/feds-shut-down-megaupload-com-file-sharing-website/"
"574","rzeczywiœcie dzia³a + jest plotkara z napisami"
"575","Na szczêœcie Videozer i Videobb dzia³aj¹. "
"576","Megavideo zosta³o zamkniête wiêc nic nie bêdzie dzia³aæ :/"
"577","niestety The Lying Game nie chce siê za³adowaæ :/"
"578","dobre s¹ te napisy, zsynchronizowane?? :))"
"579","podzialalo przez 15 sekund i znow"
"580","nie wlasnie zaczê³am ogl¹daæ i nie s¹ dopbre a po 9 minucie znikaj¹"
"581","witam fanów seriali, tez mnie kompletnie zaskoczy³o z tym megavideo. Rozumiem, ¿e sprawa zarzutów storpedowa³a powy¿szy odtwarzacz. Na szczeœcie póki co mo¿na ogl¹daæ seriale umieszczone w innych  plyerach : videobb  oraz videozer (np. Pamietniki wampirów\). Lecz moje pytanie do redakcji serwisu iitv.info co z serialami np. takimi jak \""Castle\"" i \""the good wife\"", które wrzucone by³y jedynie na megavideo? Czy jesteœcie w stanie ponownie zamieœciæ odcinki na alternatywnych odtwarzaczach? """
"582","Aktualnie zbyt wielu u¿ytkowników Premium korzysta z playera bez limitu i nie jest on dostêpny dla zwyk³ych u¿ytkowników. Zostañ premium aby móc korzystaæ z playera w ka¿dej chwili, b¹dŸ spróbuj ponownie za jakiœ czas... info z kinomaniaka jak sie chce ogl¹daæ bez limitu"
"583","Ale jaja :( Zawsze to co dobre ktoœ musi zniszczyæ:("
"584","megavideo [*]"
"585","http://en.wikipedia.org/wiki/Megaupload"
"586","o kurczak. zamknêli meagaupload..."
"587","D¿izys kurwa japierdole. ..."
"588","How I met ... :("
"589","[*]"
"590","Nie no nie mogê... W takim momencie Plotkary? Ja pier.ole..."
"591","No to kicha!"
"592","Piêknie, nied³ugo to nam i torrenty pousuwaj¹. -.-"
"593","Z wikipedii \The site was shut down by the U.S. Justice Department on January 19, 2012, during an investigation into alleged copyright infringement\"" """
"594","no... mi zaden player nie odtwarza Sherlocka Holmes'a..."
"595","W³aœnie How i met.."
"596","i dobrze... sesja nied³ugo..."
"597","to pewnie dopiero poczatek, zaczna zamykac inne tego typu strony lub nakladac na nie duze ograniczenia. Poducenci i tak zarabiaja kokosy, teraz poprostu beda zarabiac wiecej a cala akcja najbardziej uderzy w zwyklego szarego obywatela"
"598","ja nie mam sesji,,,wiec nie dobrze... ;]"
"599","No to siê nie dowiemy how..."
"600","wg mnie to koniec tego serwisu"
"601","jest  portal \Anyfiles\"", coœ w rodzaju Yuotube... mo¿e na nim umieszczajcie filmy"""
"602",":(((((((( a chcia³em dziœ siê wzi¹æ za ogl¹danie ró¿owych lat 70tych ;("
"603","Jak ju¿ wszyscy zd¹¿yli zauwa¿yæ (a my dopiero 30 minut temu) megavideo.com ju¿ nie istnieje, serwis zosta³ zamkniêty przez amerykañskie w³adze. VideoBB i Videozer jeszcze dzia³aj¹, do jutra zrobimy porz¹dek w bazie (tak, usuniemy linki do megavideo). Pewnie nied³ugo odcinki, które by³y tylko i wy³¹cznie ma megavideo.com zaczn¹ pojawiaæ siê w nowych odtwarzaczach (o ile ktoœ je tam wrzuci)."
"604","Jak znam ¿ycie i Polski Naród to nied³ugo coœ wymyœlimy;)"
"605","Hyy...."
"606","<p³acze>"
"607","yyyy jaka masakra..."
"608","nie lubiê tego..."
"609","nie lubie tego :("
"610","ja pierdole az zatesknilem za limitem na mv :<"
"611","o niee :(("
"612","aaaaaale lipa;("
"613","kurwa"
"614","Smutek :("
"615","<beczy>"
"616","nie da siê tego ''Lubiæ'' :<"
"617","jak ¿yæ?"
"618","Nie da siê ;("
"619","nie lubiê ;/"
"620","Tylko nie to! :("
"621","sie dziwie czy mi sie cos nie zjebalo z kompem -.-"
"622","nie podoba mi sie ta wiadomosc :["
"623","No i co teraz bedzie :((("
"624","no normalnie, nie wierzê ;\\\\\"
"625","wragh"
"626","Cenzura."
"627","przyjê³am z godnoœci¹ ta wiadomoœæ."
"628","ci Amerykanie chyba powariowali! :("
"629","szkurwa"
"630","JA PIERDOLE, FAMILY GUY [*]"
"631","ale lipa... ;o"
"632","oho... zaczyna sie..."
"633","videoBB te¿ polecia³o i videozer tak samo.."
"634","Nieee!! A zosta³y mi jeszcze 2 odcinki Futuramy do obejrzenia :C  A tak na powa¿nie, to myœlê, ¿e to nie skoñczy siê tak \po prostu\"", pewnie w³aœciciel serwisu bêdzie siê odwo³ywa³, czy coœ..."""
"635","Ja koñczy³am w³aœnie 7 sezon Family Guy!!! X("
"636","wszystko musz¹ utrundniaæ? :("
"637","nie prawda, utrzyma sie, musi!"
"638","no w³aœnie, co bêdziemy robiæ? :o"
"639","Tragedia"
"640","JEBAæ ACTA"
"641",":(("
"642","Amerykanie sa dziwni..."
"643","£adna kara"
"644","are you fucking kidding me?! ;((("
"645","cooo ..!!!.nieee..!!.. moj serial..!!!!!.  :("
"646","czy to koniec waszej dzia³alnoœci?"
"647","o ja pierdolê..."
"648",";(("
"649","http://ch131.com/ tutaj sa - ale bez napisów wiêc tylko dla wybranych :))"
"650","kurwa maæ :("
"651","to tez wlasnie chcialam obejrzec swoj ulubiony serial;) i mi nie dzialal:( teraz juz wiem dlaczego:("
"652","[*] Dragon balla Z nie skoñczy³em nawet pierwszej serii :("
"653","to tym Majowie mowili kiedy mieli na mysli koniec swiata..."
"654","fucked up... w po³owie odcinka chucka mi strzeli³o z w¹sa..."
"655","ooo SOFA i PIPA juz dzia³aj¹. Szybcy s¹ skurczybyki."
"656","Nie k³am, videoBB i videozer dzia³aj¹, pytanie jak d³ugo"
"657","SOPA, PIPA, ACTA, welcome!"
"658","I gdzie ja teraz bêdê ogl¹daæ seriale do œniadania??! ;(( no way!"
"659","¯al,¯al,¿al"
"660","wczoraj mówili l o tym w wiadomoœciach, amerykanie chc¹ wprowadziæ cenzurê w internecie"
"661","Na megavideo by³o najwiêcej filmów i seriali... <placze> Nie mo¿na odbieraæ ludziom szczêœcia, którego i tak mamy ma³o w dzisiejszych czasach... ;/"
"662","to jak ja obejrzê koñcówkê Zakazanego Imperium?!!?!?"
"663","A ja niczego nie œwiadomy sobie w najlepsze seriale ogl¹dam. A to ci heca."
"664","zal.pl"
"665","za jakie grzechy :-(((((("
"666","¿a³oba ogólnoœwiatowa:("
"667","http://video.anyfiles.pl/Kino+i+TV/filmy/9/0 tez siê mo¿e komuœ przyda :) "
"668","o nie!!!"
"669","Family guy [*]"
"670","zostaje peb :]"
"671","/:"
"672","polecam anyfiles - brak limitów ;)"
"673","nieeeeeeee lubiê..."
"674","ale lypa :("
"675","To jak walka z wiatrakami. Dzisiaj zamkn¹ megavideo, jutro materia³y te pojawiaj¹ siê na innych serwerach. Pozamykaj¹ dziesi¹tki kolejnych, pojawi¹ siê setki kolejnych. Internauci to groŸna grupa ludzi, która nie jest ju¿ popychad³em jak niegdyœ..."
"676","tu nie ma nic do lubienia."
"677","Nareszcie ten shit zamkneli !!!"
"678","normalnie  siê pochlastam jak nie bêde mogla ogl¹daæ seriali"
"679","lol..."
"680","Miêdzy egzaminami przyda³by siê odskocznik w postaci ulubionego serialu ;("
"681","moje ¿ycie straci³o sens..."
"682","Rozpie*doliæ tê Amerykê ! ; ("
"683",":O moje ¿ycie równie dobrze mo¿e siê skoñczyæ"
"684",":/"
"685","Nieeeeee :'( co ja teraz zrobiê... pewnie nie bede mia³a jak ju¿ obejrzeæ smipshonow"
"686","tylko teraz gdzie ja The walking dead obejrzex D ? lub mojego merlina !"
"687","to nie mo¿e byæ prawda"
"688","no nieee... a wszystkie seriale pojawi¹ siê w nowych odtwarzaczach? nawet te, które nie emituj¹ ju¿ nowych odcinków?"
"689","To nie jest sprawka SOPA, PIPA ani ACTA, tylko d³ugotrwa³ego postêpowania. Jednak zastanówcie siê co bêdzie, jeœli powy¿sze projekty wejd¹ w ¿ycie? Przeczytajcie to, oka¿cie swój sprzeciw i na koniec umieœæcie na swoich profilach... mo¿e to coœ da... http://www.facebook.com/mateusz.wasiucionek/posts/312325715476788?notif_t=like"
